id,title,subtitle,description,short_description,syllabus,url,slug,difficulty,created,date_modified,date_published,available,end_date,typical_learning_time,rating,price,new,language,format,license,venue
DzeIAhnpEeWDtQoum3sFeQ,"Design and Build a Data Warehouse for Business Intelligence Implementation",NULL,"The capstone course, Design and Build a Data Warehouse for Business Intelligence Implementation, features a real-world case study that integrates your learning across all courses in the specialization. In response to business requirements presented in a case study, you’ll design and build a small data warehouse, create data integration workflows to refresh the warehouse, write SQL statements to support analytical and summary query requirements, and use the MicroStrategy business intelligence platform to create dashboards and visualizations.\n\nIn the first part of the capstone course, you’ll be introduced to a medium-sized firm, learning about their data warehouse and business intelligence requirements and existing data sources. You’ll first architect a warehouse schema and dimensional model for a small data warehouse. You’ll then create data integration workflows using Pentaho Data Integration to refresh your data warehouse. Next, you’ll write SQL statements for analytical query requirements and create materialized views to support summary data management. Finally, you will use MicroStrategy OLAP capabilities to gain insights into your data warehouse. In the completed project, you’ll have built a small data warehouse containing a schema design, data integration workflows, analytical queries, materialized views, dashboards and visualizations that you’ll be proud to show to your current and prospective employers.",NULL,NULL,http://www.coursera.org/learn/dwbicapstone,dwbicapstone,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
H02KsW1DEeWXrA6ju0fvnQ,"Practical Machine Learning",NULL,"One of the most common tasks performed by data scientists and data analysts are prediction and machine learning. This course will cover the basic components of building and applying prediction functions with an emphasis on practical applications. The course will provide basic grounding in concepts such as training and tests sets, overfitting, and error rates. The course will also introduce a range of model based and algorithmic machine learning methods including regression, classification trees, Naive Bayes, and random forests. The course will cover the complete process of building prediction functions including data collection, feature creation, algorithms, and evaluation.",NULL,NULL,http://www.coursera.org/learn/practical-machine-learning,practical-machine-learning,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-690,"Data Analysis and Statistical Inference ",NULL,"This course introduces you to the discipline of statistics as a science of understanding and analyzing data. You will learn how to effectively make use of data in the face of uncertainty: how to collect data, how to analyze data, and how to use data to make inferences and conclusions about real world phenomena.",NULL,NULL,http://www.coursera.org/course/statistics,statistics,NULL,NULL,NULL,NULL,NULL,NULL,"8-10 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
ncALBkX5EeWE9A7XSkBY3w,"Big Data - Capstone Project",NULL,"Welcome to the Capstone Project for Big Data! In collaboration with Splunk, a software company focused on analyzing machine-generated big data, you will build a Big Data ecosystem using tools and methods from the earlier courses in this specialization.\n \nFirst, you can choose an application: retail, sports, current events, etc. Then, you will enrich the datasets / data models we’ve already used in this specialization with external data sets of your choice. After bringing in data from at least three distinct sources, you will build searches and/or dashboards that address the Capstone Project questions.\n \nIn this project, you will use a post-process search to aggregate or otherwise transform the data and extract meaningful insights. By utilizing visualization and communication techniques for Big Data, you will be able to conduct basic storytelling and model interpretation.\n \nExcitingly, if you have a top project (whether Hadoop or Splunk), you will be eligible to present to Splunk and meet Splunk recruiters and engineering leadership!",NULL,NULL,http://www.coursera.org/learn/big-data-capstone,big-data-capstone,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
RMFRum1BEeWXrA6ju0fvnQ,"R Programming",NULL,"In this course you will learn how to program in R and how to use R for effective data analysis. You will learn how to install and configure software necessary for a statistical programming environment and describe generic programming language concepts as they are implemented in a high-level statistical language. The course covers practical issues in statistical computing which includes programming in R, reading data into R, accessing R packages, writing R functions, debugging, profiling R code, and organizing and commenting R code. Topics in statistical data analysis will provide working examples.",NULL,NULL,http://www.coursera.org/learn/r-programming,r-programming,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
QoJxNRnoEeW9dA4X94-nLQ,"Data Visualization and Communication with Tableau",NULL,"One of the skills that characterizes great business data analysts is the ability to communicate practical implications of quantitative analyses to any kind of audience member.  Even the most sophisticated statistical analyses are not useful to a business if they do not lead to actionable advice, or if the answers to those business questions are not conveyed in a way that non-technical people can understand.  \n\nIn this course you will learn how to become a master at communicating business-relevant implications of data analyses.  By the end, you will know how to structure your data analysis projects to ensure the fruits of your hard labor yield results for your stakeholders.  You will also know how to streamline your analyses and highlight their implications efficiently using visualizations in Tableau, the most popular visualization program in the business world.  Using other Tableau features, you will be able to make effective visualizations that harness the human brain’s innate perceptual and cognitive tendencies to convey conclusions directly and clearly.  Finally, you will be practiced in designing and persuasively presenting business “data stories” that use these visualizations, capitalizing on business-tested methods and design principles.",NULL,NULL,http://www.coursera.org/learn/analytics-tableau,analytics-tableau,NULL,NULL,NULL,NULL,NULL,NULL,"5 weeks, 3 - 5 hours per week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
TpvXIzxZEeWjyxInT4zYJQ,"Experimentation for Improvement",NULL,"We are always using experiments to improve our lives, our community, and our work. Are you doing it efficiently? Or are you (incorrectly) changing one thing at a time and hoping for the best? \n\nIn this course, you will learn how to plan efficient experiments - testing with many variables. Our goal is to find the best results using only a few experiments. A key part of the course is how to optimize a system.\n\nWe use simple tools: starting with fast hand calculations, then we show how to use FREE software. \n\nThe course comes with slides, transcripts of all lectures, subtitles (English & Spanish; some Chinese and French), videos, audio files, source code, and a free textbook. You get to keep all of it, all freely downloadable.\n\nThis course is for anyone working in a company, or wanting to make changes to their life, their community, their neighbourhood. You dont need to be a statistician or scientist! Theres something for everyone in here.\n⎯⎯⎯⎯⎯⎯⎯⎯⎯⎯⎯⎯⎯⎯⎯\nWhat have prior students said about this course?\n\n""This definitely is one of the most fruitful courses I have participated at Coursera, considering the takeaways and implementations! And so far I finished 12 [courses].""\n\n""Excelente curso, flexible y con suficiente material didáctico fácilmente digerible y cómodo. No importa si se tiene pocas bases matemáticas o estadísticas, el curso proporciona casi toda explicación necesaria para un entendimiento alto.""\n\n""... definitely one of the best in terms of immediately applicable content, presentation and delivery of the course content and materials ..."" \n\n""... love your style of presentation, and the examples you took from everyday life to explain things. It is very difficult to make such a mathematical course accessible and comprehensible to this wide a variety of people!""\n⎯⎯⎯⎯⎯⎯⎯⎯⎯⎯⎯⎯⎯⎯⎯",NULL,NULL,http://www.coursera.org/learn/experimentation,experimentation,NULL,NULL,NULL,NULL,NULL,NULL,"7-8 hours of lectures and assessments",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
y20FTlDPEeWMlwoziUhyxQ,"Marketing Analytics",NULL,"Organizations large and small are inundated with data about consumer choices. Knowing how to interpret data is the challenge -- and marketers in particular are increasingly expected to use analytics to inform and justify their decisions.\n\nThis course gives you the tools to measure brand and customer assets, perform regression analysis, and design experiments as a way to evaluate and optimize marketing campaigns. Real-world examples with companies such as Snapple, IBM, and Netflix show how marketing analytics informs important decisions. This course is ideal for learners who want to grow their knowledge, develop their career portfolio, and improve the effectiveness of their marketing campaigns.\n\nWeek 1: Marketing Resource Allocation \nWeek 2: Metrics for Measuring Brand Assets \nWeek 3: Customer Lifetime Value\nWeek 4: Regression Basics\nWeek 5: Marketing Experiments",NULL,NULL,http://www.coursera.org/learn/market-analytics,market-analytics,NULL,NULL,NULL,NULL,NULL,NULL,"5 weeks of study, 3-5 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
1BM3lirjEeWLVg5w1LoYqQ,"Econometrics: Methods and Applications",NULL,"Welcome!\nDo you wish to know how to analyze and solve business and economic questions with data analysis tools? Then Econometrics by Erasmus University Rotterdam is the right course for you, as you learn how to translate data into models to make forecasts and to support decision making.\n\n* What do I learn?\nWhen you know econometrics, you are able to translate data into models to make forecasts and to support decision making in a wide variety of fields, ranging from macroeconomics to finance and marketing. Our course starts with introductory lectures on simple and multiple regression, followed by topics of special interest to deal with model specification, endogenous variables, binary choice data, and time series data.  You learn these key topics in econometrics by watching the videos with in-video quizzes and by making post-video training exercises. \n\n* Do I need prior knowledge?\nThe course is suitable for (advanced undergraduate) students in economics, finance, business, engineering, and data analysis, as well as for those who work in these fields. The course requires some basics of matrices, probability, and statistics, which are reviewed in the Building Blocks module. \n\n* What literature can I consult to support my studies?\nYou can follow the MOOC without studying additional sources. Further reading of the discussed topics (including the Building Blocks) is provided in the textbook that we wrote and on which the MOOC is based: Econometric Methods with Applications in Business and Economics, Oxford University Press. The connection between the MOOC modules and the book chapters is shown in the Course Guide – Further Information – How can I continue my studies.\n\n* Will there be teaching assistants active to guide me through the course?\nStaff and PhD students of our Econometric Institute will provide guidance in January and February of each year. In other periods, we provide only elementary guidance. We always advise you to connect with fellow learners of this course to discuss topics and exercises.\n\n* How will I get a certificate?\nTo gain the certificate of this course, you are asked to make six Test Exercises (one per module) and a Case Project. Further, you perform peer-reviewing activities of the work of three of your fellow learners of this MOOC. You gain the certificate if you pass all seven assignments.\n\nHave a nice journey into the world of Econometrics!\nThe Econometrics team",NULL,NULL,http://www.coursera.org/learn/erasmus-econometrics,erasmus-econometrics,NULL,NULL,NULL,NULL,NULL,NULL,"7 weeks of study, 4-8 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
A82QaHtJEeSliSIAC0EO7A,"Interprofessional Healthcare Informatics ",NULL,"Interprofessional Healthcare Informatics is a graduate-level, hands-on interactive exploration of real informatics tools and techniques offered by the University of Minnesota and the University of Minnesotas National Center for Interprofessional Practice and Education. We will be incorporating technology-enabled educational innovations to bring the subject matter to life. Over the 10 modules, we will create a vital online learning community and a working healthcare informatics network. \n\nWe will explore perspectives of clinicians like dentists, physical therapists, nurses, and physicians in all sorts of practice settings worldwide. Emerging technologies, telehealth, gaming, simulations, and eScience are just some of the topics that we will consider. \n\nThroughout the course, we’ll focus on creativity, controversy, and collaboration - as we collectively imagine and create the future within the rapidly evolving healthcare informatics milieu. All healthcare professionals and IT geeks are welcome!",NULL,NULL,http://www.coursera.org/learn/health-informatics-professional,health-informatics-professional,NULL,NULL,NULL,NULL,NULL,NULL,"7 hours of videos and quizzes",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
MXcK-3EiEeWbbw5cIAKQrw,"Capstone: Geospatial Analysis",NULL,"In the capstone project, you will design and execute a complete GIS-based analysis – from identifying a concept, question or issue you wish to develop, all the way to final data products and maps that you can add to your portfolio. Your capstone project will demonstrate your mastery of the content in the GIS Specialization and is broken up into four phases:\n\nProject Proposal - Conceptualize and design your project in the abstract, and write a short proposal that includes the project description, expected data needs, timeline, and how you expect to complete it.\n\nAnalysis - Develop the analysis for your project, which will typically involve creating at least one core algorithm for processing your data. The model need not be complex or complicated, but it should allow you to analyze spatial data for a new output or to create a new analytical map of some type.\n\nProduction – Obtain and preprocess data, run it through your models or other workflows in order to get your rough data products, and begin creating your final map products and/or analysis.\n\nFinal Product/Display – Complete your project by submitting usable and attractive maps and your data and algorithm for instructor review and feedback.",NULL,NULL,http://www.coursera.org/learn/gis-capstone,gis-capstone,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
SpO4HBnoEeWjrA6seF25aw,"Mastering Data Analysis in Excel",NULL,"In business, data and algorithms create economic value when they reduce uncertainty about financially important outcomes. This course teaches the concepts and mathematical methods behind the most powerful and universal metrics used by Data Scientists to evaluate the uncertainty-reduction – or information gain - predictive models provide. \n\nWe focus on the two most common types of predictive model - binary classification and linear regression - and you will learn metrics to quantify for yourself the exact reduction in uncertainty each can offer.  These metrics are applicable to any form of model that uses new information to improve predictions cast in the form of a known probability distribution – the standard way of representing forecasts in data science. \n\nIn addition, you will learn proper methodology to avoid common data-analytic pitfalls when forecasting – such as being “fooled by randomness” and over-fitting “noise” as if it were “signal.” \n\nUniquely among data-analytics offerings, this course empowers you to understand and apply quite advanced information theory methods – Bayesian Logical Data Analysis - in business practice, without needing any calculus or matrix algebra, or any knowledge of Matlab or R or software programming. \n\nYou will be able to answer all homework and quiz questions either by using basic algebra, or with the special custom Microsoft Excel Templates provided. Nor is any prior experience with Excel required; we will cover in detail at the beginning everything you need to know about using Excel to succeed in the course itself. If you already know Excel, you can skip that part. \n\nBe aware that this is not a broad general Excel skills course; it focuses on use of Excel to calculate information-related metrics, and to solve real business problems, such as developing your own predictive analytics model for which credit card applicants a bank should accept and which reject as too risky. Real problems are complicated! \n\nPersonally I think learning to solve real problems is also a great way to learn Excel. We use specific tools in the Excel toolbox to build something useful, and you can always go back and learn more tools in the toolbox – more Excel functions – if and when you ever need them. \n\nThis course requires some mathematical background: you should already know how to solve for an unknown using algebra; and have a basic familiarity with sigma (summation) notation; the concept of logarithms and working with bases other than base 10 (including base 2, and the natural logarithm and base “e”); and probability theory concepts such as calculating conditional, product, and joint probabilities. These concepts are assumed in the course rather than taught. All the “new” math taught in the course is summarized in a downloadable PDF document - ""Mathematical Supplement"" – please refer to it to decide if the difficulty level of this course seems right for you.",NULL,NULL,http://www.coursera.org/learn/analytics-excel,analytics-excel,NULL,NULL,NULL,NULL,NULL,NULL,"6 weeks, 3 - 5 hours per week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
-4ffSHNYEeWIfhKr_WcYsQ,"Reproducible Research",NULL,"This course focuses on the concepts and tools behind reporting modern data analyses in a reproducible manner. Reproducible research is the idea that data analyses, and more generally, scientific claims, are published with their data and software code so that others may verify the findings and build upon them.  The need for reproducibility is increasing dramatically as data analyses become more complex, involving larger datasets and more sophisticated computations. Reproducibility allows for people to focus on the actual content of a data analysis, rather than on superficial details reported in a written summary. In addition, reproducibility makes an analysis more useful to others because the data and code that actually conducted the analysis are available. This course will focus on literate statistical analysis tools which allow one to publish data analyses in a single document that allows others to easily execute the same analysis to obtain the same results.",NULL,NULL,http://www.coursera.org/learn/reproducible-research,reproducible-research,NULL,NULL,NULL,NULL,NULL,NULL,"4-9 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-1149,"Core Concepts in Data Analysis",NULL,"Learn both theory and application for basic methods that have been invented either for developing new concepts – principal components or clusters, or for finding interesting correlations – regression and classification.   This is preceded by a thorough analysis of 1D and 2D data.",NULL,NULL,http://www.coursera.org/course/datan,datan,NULL,NULL,NULL,NULL,NULL,NULL,"6-8 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-2299,"Text Retrieval and Search Engines",NULL,"Search engines are essential tools for managing and mining big text data. Learn\nhow search engines work, the major search algorithms, and how to optimize search accuracy. ",NULL,NULL,http://www.coursera.org/course/textretrieval,textretrieval,NULL,NULL,NULL,NULL,NULL,NULL,"4-6 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
ZNeGqEC2EeWC4g7VhG4bTQ,"Basic Statistics",NULL,"Understanding statistics is essential to understand research in the social and behavioral sciences. In this course you will learn the basics of statistics; not just how to calculate them, but also how to evaluate them. This course will also prepare you for the next course in the specialization - the course Inferential Statistics. \n\nIn the first part of the course we will discuss methods of descriptive statistics. You will learn what cases and variables are and how you can compute measures of central tendency (mean, median and mode) and dispersion (standard deviation and variance). Next, we discuss how to assess relationships between variables, and we introduce the concepts correlation and regression. \n\nThe second part of the course is concerned with the basics of probability: calculating probabilities, probability distributions and sampling distributions. You need to know about these things in order to understand how inferential statistics work. \n\nThe third part of the course consists of an introduction to methods of inferential statistics - methods that help us decide whether the patterns we see in our data are strong enough to draw conclusions about the underlying population we are interested in. We will discuss confidence intervals and significance tests.\n\nYou will not only learn about all these statistical concepts, you will also be trained to calculate and generate these statistics yourself using freely available statistical software.",NULL,NULL,http://www.coursera.org/learn/basic-statistics,basic-statistics,NULL,NULL,NULL,NULL,NULL,NULL,"8 weeks of study, week 1: 3-6 hours; week 2-8: 1-3 hours/week.",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-198,"Coding the Matrix: Linear Algebra through Computer Science Applications",NULL,"Learn the concepts and methods of linear algebra, and how to use them to think about computational problems arising in computer science.  Coursework includes building on the concepts to write small programs and run them on real data. ",NULL,NULL,http://www.coursera.org/course/matrix,matrix,NULL,NULL,NULL,NULL,NULL,NULL,"7-10 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
-N44X0IJEeWpogr5ZO8qxQ,"Machine Learning: Clustering & Retrieval",NULL,"Case Studies: Finding Similar Documents\n\nA reader is interested in a specific news article and you want to find similar articles to recommend.  What is the right notion of similarity?  Moreover, what if there are millions of other documents?  Each time you want to a retrieve a new document, do you need to search through all other documents?  How do you group similar documents together?  How do you discover new, emerging topics that the documents cover?   \n\nIn this third case study, finding similar documents, you will examine similarity-based algorithms for retrieval.  In this course, you will also examine structured representations for describing the documents in the corpus, including clustering and mixed membership models, such as latent Dirichlet allocation (LDA).  You will implement expectation maximization (EM) to learn the document clusterings, and see how to scale the methods using MapReduce.\n\nLearning Outcomes:  By the end of this course, you will be able to:\n   -Create a document retrieval system using k-nearest neighbors.\n   -Describe how k-nearest neighbors can also be used for regression and classification.\n   -Identify various similarity metrics for text data.\n   -Cluster documents by topic using k-means.\n   -Perform mixed membership modeling using latent Dirichlet allocation (LDA).\n   -Describe how to parallelize k-means using MapReduce.\n   -Examine mixtures of Gaussians for density estimation.\n   -Fit a mixture of Gaussian model using expectation maximization (EM).\n   -Compare and contrast initialization techniques for non-convex optimization objectives.\n   -Implement these techniques in Python.",NULL,NULL,http://www.coursera.org/learn/ml-clustering-and-retrieval,ml-clustering-and-retrieval,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
X-3RoamkEeWu-gqgbeGTiQ,"Principles of fMRI 1",NULL,"This course covers the design, acquisition, and analysis of Functional Magnetic Resonance Imaging (fMRI) data.",NULL,NULL,http://www.coursera.org/learn/functional-mri,functional-mri,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
Xy2quTeOEeWJaxK5AT4frw,"Case studies in business analytics with ACCENTURE",NULL,"Who is this course for ?\nThis course is RESTRICTED TO LEARNERS ENROLLED IN  Strategic Business Analytics SPECIALIZATION as a preparation to the capstone project. During the first two MOOCs, we focused on specific techniques for specific applications. Instead, with this third MOOC, we provide you with different examples  to open your mind to different applications from different industries and sectors.\nThe objective is to give you an helicopter overview on whats happening in this field. You will see how the tools presented in the two previous courses of the Specialization are used in real life projects. \nWe want to ignite your reflection process. Hence, you will best make use of the Accenture cases by watching first the MOOC and then investigate by yourself on the different concepts, industries, or challenges that are introduced during the videos.\n\nAt the end of this course learners will be able to: \n- identify the possible applications of business analytics,\n- hence, reflect on the possible solutions and added-value applications that could be proposed for their capstone project.\n\nThe cases will be presented by senior practitioners from Accenture with different backgrounds in term of industry, function, and country.  Special attention will be paid to the ""value case"" of the issue raised to prepare you for the capstone project of the specialization.\n\nAbout Accenture\nAccenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functions—underpinned by the world’s largest delivery network—Accenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With more than 358,000 people serving clients in more than 120 countries, Accenture drives innovation to improve the way the world works and lives. Visit us at www.accenture.com.",NULL,NULL,http://www.coursera.org/learn/case-studies-business-analytics-accenture,case-studies-business-analytics-accenture,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-2803,"Practical Learning Analytics",NULL,"Everyone in education has questions – Practical Learning Analytics is about answering them. To be practical, we’ll focus on data every university records; to keep things interesting, we’ll examine questions raised by many audiences; to ensure impact, we’ll provide realistic data and example code. ",NULL,NULL,http://www.coursera.org/course/pla,pla,NULL,NULL,NULL,NULL,NULL,NULL,"2-8 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
XEjjlXEkEeWhZxJhllGpHQ,"Introduction to Search Engine Optimization",NULL,"Learn the foundational elements of how search engines work, how the SEO landscape has changed and what you can expect in the future. You will learn core SEO strategies and tactics used to drive more organic search results to a specific website or set of websites, as well as tactics to avoid to prevent penalization from search engines. You will also learn how to position yourself for a successful career in SEO.",NULL,NULL,http://www.coursera.org/learn/search-engine-optimization,search-engine-optimization,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
8LAp90EaEeWZtA4u62x6lQ,"Building a Data Science Team",NULL,"Data science is a team sport. As a data science executive it is your job to recruit, organize, and manage the team to success. In this one-week course, we will cover how you can find the right people to fill out your data science team, how to organize them to give them the best chance to feel empowered and successful, and how to manage your team as it grows. \n\nThis is a focused course designed to rapidly get you up to speed on the process of building and managing a data science team. Our goal was to make this as convenient as possible for you without sacrificing any essential content. Weve left the technical information aside so that you can focus on managing your team and moving it forward.\n\nAfter completing this course you will know.\n\n1. The different roles in the data science team including data scientist and data engineer\n2. How the data science team relates to other teams in an organization\n3. What are the expected qualifications of different data science team members\n4. Relevant questions for interviewing data scientists\n5. How to manage the onboarding process for the team\n6. How to guide data science teams to success\n7. How to encourage and empower data science teams\n\nCommitment: 1 week of study, 4-6 hours\n\nCourse cover image by JaredZammit. Creative Commons BY-SA. https://flic.kr/p/5vuWZz",NULL,NULL,http://www.coursera.org/learn/build-data-science-team,build-data-science-team,NULL,NULL,NULL,NULL,NULL,NULL,"1 week of study, 4-6 hours",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
NNe5CEW4EeW8ow5lHOiKYQ,"Business Analytics Capstone",NULL,"The Business Analytics Capstone Project gives you the opportunity to apply what youve learned about how to make data-driven decisions to a real business challenge faced by Yahoo, a global technology company. At the end of this Capstone, youll be able to ask the right questions of the data, and know how to use data effectively to address business challenges of your own. You’ll understand how cutting-edge businesses use data to optimize marketing, maximize revenue, make operations efficient, and make hiring and management decisions so that you can apply these strategies to your own company or business. Designed with Yahoo to give you invaluable experience in evaluating and creating data-driven decisions, the Business Analytics Capstone Project provides the chance for you to devise a plan of action for optimizing data itself to provide key insights and analysis, and to describe the interaction between key financial and non-financial indicators in Yahoos strategy. Once you complete your analysis of Yahoos actions, youll be better prepared to make better data-driven business decisions of your own.",NULL,NULL,http://www.coursera.org/learn/wharton-capstone-analytics,wharton-capstone-analytics,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
rwRs6Tn9EeWJaxK5AT4frw,"Capstone: Retrieving, Processing, and Visualizing Data with Python",NULL,"In the capstone, students will build a series of applications to retrieve, process and visualize data using Python.   The projects will involve all the elements of the specialization.  In the first part of the capstone, students will do the same visualizations to become familiar with the technologies in use (Excel, and D3.js) and then will pursue their own project to visualize some other data that they have or can find.   Chapter 15 from the book “Python for Informatics” will serve as the backbone for the capstone.",NULL,NULL,http://www.coursera.org/learn/python-capstone,python-capstone,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-2633,"Big Data Science with the BD2K-LINCS Data Coordination and Integration Center",NULL,"Learn various methods of analysis including: unsupervised clustering, gene-set enrichment analyses, Bayesian integration, network visualization, and supervised machine learning applications to LINCS data and other relevant Big Data from high content molecular and phenotype profiling of human cells.",NULL,NULL,http://www.coursera.org/course/bd2klincs,bd2klincs,NULL,NULL,NULL,NULL,NULL,NULL,"4-5 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
2y_2_3REEeWKsgrp3VnvAw,"Data Science Capstone",NULL,"The capstone project class will allow students to create a usable/public data product that can be used to show your skills to potential employers. Projects will be drawn from real-world problems and will be conducted with industry, government, and academic partners.",NULL,NULL,http://www.coursera.org/learn/data-science-project,data-science-project,NULL,NULL,NULL,NULL,NULL,NULL,"4-9 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
sQB40x47EeWS6wrbVw_uEw,"Understanding Clinical Research: Behind the Statistics",NULL,"If you’ve ever skipped over`the results section of a medical paper because terms like “confidence interval” or “p-value” go over your head, then you’re in the right place. You may be a clinical practitioner reading research articles to keep up-to-date with developments in your field or a medical student wondering how to approach your own research. Greater confidence in understanding statistical analysis and the results can benefit both working professionals and those undertaking research themselves. \n\nIf you are simply interested in properly understanding the published literature or if you are embarking on conducting your own research, this course is your first step. It offers an easy entry into interpreting common statistical concepts without getting into nitty-gritty mathematical formulae. To be able to interpret and understand these concepts is the best way to start your journey into the world of clinical literature. That’s where this course comes in - so let’s get started!\n\nThe course is free to enroll and take. You will be offered the option of purchasing a certificate of completion which you become eligible for, if you successfully complete the course requirements. This can be an excellent way of staying motivated!  Financial Aid is also available.",NULL,NULL,http://www.coursera.org/learn/clinical-research,clinical-research,NULL,NULL,NULL,NULL,NULL,NULL,"6 weeks of study, 2-3 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
qLFYrxnoEeWwrBKfKrqlSQ,"Database Management Essentials",NULL,"Database Management Essentials provides the foundation you need for a career in database development, data warehousing, or business intelligence, as well as for the entire Data Warehousing for Business Intelligence specialization. In this course, you will create relational databases, write SQL statements to extract information to satisfy business reporting requests, create entity relationship diagrams (ERDs) to design databases, and analyze table designs for excessive redundancy. As you develop these skills, you will use either Oracle or MySQL to execute SQL statements and a database diagramming tool such as the ER Assistant to create ERDs. We’ve designed this course to ensure a common foundation for specialization learners. Everyone taking the course can jump right in with writing SQL statements in Oracle or MySQL.",NULL,NULL,http://www.coursera.org/learn/database-management,database-management,NULL,NULL,NULL,NULL,NULL,NULL,"7 weeks of study, 4-6 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
3mA6QTIyEeWsOA5fzAmxbw,"Practical Predictive Analytics: Models and Methods",NULL,"Statistical experiment design and analytics are at the heart of data science.  In this course you will design statistical experiments and analyze the results using modern methods.  You will also explore the common pitfalls in interpreting statistical arguments, especially those associated with big data.  Collectively, this course will help you internalize a core set of practical and effective machine learning methods and concepts, and apply them to solve some real world problems.\n\n  \nLearning Goals: After completing this course, you will be able to:\n1. Design effective experiments and analyze the results\n2. Use resampling methods to make clear and bulletproof statistical arguments without invoking esoteric notation\n3. Explain and apply a core set of classification methods of increasing complexity (rules, trees, random forests), and associated optimization methods (gradient descent and variants)\n4. Explain and apply a set of unsupervised learning concepts and methods\n5. Describe the common idioms of large-scale graph analytics, including structural query, traversals and recursive queries, PageRank, and community detection",NULL,NULL,http://www.coursera.org/learn/predictive-analytics,predictive-analytics,NULL,NULL,NULL,NULL,NULL,NULL,"4 weeks of study, 6-8 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
iSxVEG07EeW3YxLB1q9I2w,"The Data Scientist’s Toolbox",NULL,"In this course you will get an introduction to the main tools and ideas in the data scientists toolbox. The course gives an overview of the data, questions, and tools that data analysts and data scientists work with. There are two components to this course. The first is a conceptual introduction to the ideas behind turning data into actionable knowledge. The second is a practical introduction to the tools that will be used in the program like version control, markdown, git, GitHub, R, and RStudio.",NULL,NULL,http://www.coursera.org/learn/data-scientists-tools,data-scientists-tools,NULL,NULL,NULL,NULL,NULL,NULL,"1-4 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
Anu7oplDEeWqkw5zNB248Q,"Statistics for Genomic Data Science",NULL,"An introduction to the statistics behind the most popular genomic data science projects. This is the sixth course in the Genomic Big Data Science Specialization from Johns Hopkins University.",NULL,NULL,http://www.coursera.org/learn/statistical-genomics,statistical-genomics,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
v1-1073,"Introduction to Natural Language Processing",NULL,"This course provides an introduction to the field of Natural Language Processing, including topics like Language Models, Parsing, Semantics, Question Answering, and Sentiment Analysis.\n",NULL,NULL,http://www.coursera.org/course/nlpintro,nlpintro,NULL,NULL,NULL,NULL,NULL,NULL,"7-10 hours/week",NULL,Free,NULL,en,MOOC,"Coursera specific license",Coursera
